group_name,path,difference,difficulty
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000079.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000080.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000081.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000082.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000083.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000084.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000085.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000086.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000087.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000088.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000089.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000090.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000091.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000092.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000093.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000094.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000095.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000096.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000097.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000098.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000099.jpg,Material (Leather vs Wool),easy
Men wearing wool gloves,./data/VisDiffBench/medium/30_b/000100.jpg,Material (Leather vs Wool),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000001.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000002.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000003.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000004.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000005.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000006.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000007.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000008.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000009.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000010.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000011.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000012.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000013.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000014.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000015.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000016.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000017.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000018.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000019.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000020.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000021.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000022.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000023.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000024.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000025.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000026.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000027.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000028.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000029.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000030.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000031.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000032.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000033.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000034.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000035.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000036.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000037.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000038.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000039.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000040.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000041.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000042.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000043.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000044.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000045.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000046.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000047.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000048.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000049.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000050.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000051.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000052.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000053.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000054.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000055.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000056.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000057.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000058.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000059.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000060.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000061.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000062.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000063.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000064.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000065.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000066.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000067.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000068.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000069.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000070.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000071.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000072.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000073.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000074.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000075.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000076.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000077.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000078.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000079.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000080.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000081.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000082.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000083.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000084.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000085.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000086.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000087.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000088.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000089.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000090.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000091.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000092.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000093.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000094.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000095.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000096.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000097.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000098.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000099.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Rubber ducks in a tub,./data/VisDiffBench/medium/31_a/000100.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000001.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000002.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000003.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000004.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000005.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000006.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000007.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000008.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000009.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000010.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000011.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000012.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000013.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000014.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000015.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000016.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000017.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000018.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000019.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000020.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000021.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000022.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000023.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000024.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000025.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000026.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000027.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000028.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000029.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000030.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000031.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000032.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000033.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000034.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000035.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000036.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000037.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000038.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000039.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000040.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000041.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000042.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000043.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000044.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000045.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000046.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000047.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000048.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000049.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000050.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000051.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000052.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000053.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000054.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000055.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000056.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000057.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000058.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000059.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000060.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000061.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000062.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000063.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000064.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000065.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000066.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000067.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000068.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000069.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000070.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000071.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000072.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000073.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000074.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000075.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000076.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000077.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000078.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000079.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000080.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000081.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000082.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000083.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000084.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000085.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000086.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000087.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000088.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000089.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000090.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000091.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000092.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000093.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000094.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000095.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
Plastic boats in a tub,./data/VisDiffBench/medium/31_b/000096.jpg,Toy material and type (Rubber/Duck vs Plastic/Boat),easy
